Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
3/25/2017,South Carolina,994,1043,FALSE,960,0,34,2017,251,1297,0,0,Unweighted,All causes,,
4/1/2017,South Carolina,955,1027,FALSE,947,0,8,2017,251,1297,0,0,Unweighted,All causes,,
4/8/2017,South Carolina,1000,1017,FALSE,938,0,62,2017,251,1297,0,0.1,Unweighted,All causes,,
4/15/2017,South Carolina,933,1019,FALSE,937,0,0,2017,251,1297,0,0,Unweighted,All causes,,
4/22/2017,South Carolina,915,1000,FALSE,920,0,0,2017,251,1297,0,0,Unweighted,All causes,,
4/29/2017,South Carolina,916,988,FALSE,908,0,8,2017,251,1297,0,0,Unweighted,All causes,,
5/6/2017,South Carolina,864,979,FALSE,902,0,0,2017,251,1297,0,0,Unweighted,All causes,,
5/13/2017,South Carolina,891,970,FALSE,893,0,0,2017,251,1297,0,0,Unweighted,All causes,,
5/20/2017,South Carolina,923,968,FALSE,890,0,33,2017,251,1297,0,0,Unweighted,All causes,,
5/27/2017,South Carolina,896,965,FALSE,887,0,9,2017,251,1297,0,0,Unweighted,All causes,,
6/3/2017,South Carolina,891,966,FALSE,887,0,4,2017,251,1297,0,0,Unweighted,All causes,,
6/10/2017,South Carolina,922,968,FALSE,891,0,31,2017,251,1297,0,0,Unweighted,All causes,,
6/17/2017,South Carolina,882,972,FALSE,894,0,0,2017,251,1297,0,0,Unweighted,All causes,,
6/24/2017,South Carolina,909,971,FALSE,893,0,16,2017,251,1297,0,0,Unweighted,All causes,,
7/1/2017,South Carolina,926,971,FALSE,894,0,32,2017,251,1297,0,0,Unweighted,All causes,,
7/8/2017,South Carolina,868,966,FALSE,884,0,0,2017,251,1297,0,0,Unweighted,All causes,,
7/15/2017,South Carolina,857,957,FALSE,880,0,0,2017,251,1297,0,0,Unweighted,All causes,,
7/22/2017,South Carolina,890,953,FALSE,875,0,15,2017,251,1297,0,0,Unweighted,All causes,,
7/29/2017,South Carolina,894,947,FALSE,871,0,23,2017,251,1297,0,0,Unweighted,All causes,,
8/5/2017,South Carolina,905,942,FALSE,866,0,39,2017,251,1297,0,0,Unweighted,All causes,,
8/12/2017,South Carolina,868,949,FALSE,871,0,0,2017,251,1297,0,0,Unweighted,All causes,,
8/19/2017,South Carolina,884,945,FALSE,869,0,15,2017,251,1297,0,0,Unweighted,All causes,,
8/26/2017,South Carolina,847,947,FALSE,871,0,0,2017,251,1297,0,0,Unweighted,All causes,,
9/2/2017,South Carolina,894,948,FALSE,871,0,23,2017,251,1297,0,0,Unweighted,All causes,,
9/9/2017,South Carolina,908,950,FALSE,874,0,34,2017,251,1297,0,0,Unweighted,All causes,,
9/16/2017,South Carolina,875,955,FALSE,877,0,0,2017,251,1297,0,0,Unweighted,All causes,,
9/23/2017,South Carolina,885,959,FALSE,881,0,4,2017,251,1297,0,0,Unweighted,All causes,,
9/30/2017,South Carolina,897,974,FALSE,896,0,1,2017,251,1297,0,0,Unweighted,All causes,,
10/7/2017,South Carolina,906,976,FALSE,897,0,9,2017,251,1297,0,0,Unweighted,All causes,,
10/14/2017,South Carolina,876,990,FALSE,911,0,0,2017,251,1297,0,0,Unweighted,All causes,,
10/21/2017,South Carolina,890,992,FALSE,913,0,0,2017,251,1297,0,0,Unweighted,All causes,,
10/28/2017,South Carolina,949,1005,FALSE,924,0,25,2017,251,1297,0,0,Unweighted,All causes,,
11/4/2017,South Carolina,967,1003,FALSE,923,0,44,2017,251,1297,0,0,Unweighted,All causes,,
11/11/2017,South Carolina,919,1009,FALSE,930,0,0,2017,251,1297,0,0,Unweighted,All causes,,
11/18/2017,South Carolina,947,1018,FALSE,937,0,10,2017,251,1297,0,0,Unweighted,All causes,,
11/25/2017,South Carolina,948,1032,FALSE,952,0,0,2017,251,1297,0,0,Unweighted,All causes,,
12/2/2017,South Carolina,930,1035,FALSE,954,0,0,2017,251,1297,0,0,Unweighted,All causes,,
12/9/2017,South Carolina,939,1053,FALSE,968,0,0,2017,251,1297,0,0,Unweighted,All causes,,
12/16/2017,South Carolina,977,1063,FALSE,981,0,0,2017,251,1297,0,0,Unweighted,All causes,,
12/23/2017,South Carolina,1076,1078,FALSE,994,0,82,2017,251,1297,0,0.1,Unweighted,All causes,,
12/30/2017,South Carolina,1010,1087,FALSE,1006,0,4,2017,251,1297,0,0,Unweighted,All causes,,
1/6/2018,South Carolina,1048,1110,FALSE,1028,0,20,2018,251,1297,0,0,Unweighted,All causes,,
1/13/2018,South Carolina,1128,1115,TRUE,1030,13,98,2018,251,1297,0,0.1,Unweighted,All causes,,
1/20/2018,South Carolina,1124,1111,TRUE,1028,13,96,2018,251,1297,0,0.1,Unweighted,All causes,,
1/27/2018,South Carolina,1133,1110,TRUE,1024,23,109,2018,251,1297,0,0.1,Unweighted,All causes,,
2/3/2018,South Carolina,1154,1114,TRUE,1030,40,124,2018,251,1297,0,0.1,Unweighted,All causes,,
2/10/2018,South Carolina,1068,1100,FALSE,1021,0,47,2018,251,1297,0,0,Unweighted,All causes,,
2/17/2018,South Carolina,1065,1096,FALSE,1015,0,50,2018,251,1297,0,0,Unweighted,All causes,,
2/24/2018,South Carolina,958,1105,FALSE,1022,0,0,2018,251,1297,0,0,Unweighted,All causes,,
3/3/2018,South Carolina,958,1094,FALSE,1011,0,0,2018,251,1297,0,0,Unweighted,All causes,,
3/10/2018,South Carolina,979,1078,FALSE,995,0,0,2018,251,1297,0,0,Unweighted,All causes,,
3/17/2018,South Carolina,996,1058,FALSE,980,0,16,2018,251,1297,0,0,Unweighted,All causes,,
3/24/2018,South Carolina,956,1058,FALSE,977,0,0,2018,251,1297,0,0,Unweighted,All causes,,
3/31/2018,South Carolina,985,1047,FALSE,968,0,17,2018,251,1297,0,0,Unweighted,All causes,,
4/7/2018,South Carolina,927,1037,FALSE,957,0,0,2018,251,1297,0,0,Unweighted,All causes,,
4/14/2018,South Carolina,1001,1028,FALSE,950,0,51,2018,251,1297,0,0.1,Unweighted,All causes,,
4/21/2018,South Carolina,934,1012,FALSE,933,0,1,2018,251,1297,0,0,Unweighted,All causes,,
4/28/2018,South Carolina,899,1001,FALSE,922,0,0,2018,251,1297,0,0,Unweighted,All causes,,
5/5/2018,South Carolina,919,993,FALSE,916,0,3,2018,251,1297,0,0,Unweighted,All causes,,
5/12/2018,South Carolina,878,993,FALSE,915,0,0,2018,251,1297,0,0,Unweighted,All causes,,
5/19/2018,South Carolina,927,989,FALSE,913,0,14,2018,251,1297,0,0,Unweighted,All causes,,
5/26/2018,South Carolina,890,991,FALSE,914,0,0,2018,251,1297,0,0,Unweighted,All causes,,
6/2/2018,South Carolina,917,983,FALSE,904,0,13,2018,251,1297,0,0,Unweighted,All causes,,
6/9/2018,South Carolina,882,979,FALSE,902,0,0,2018,251,1297,0,0,Unweighted,All causes,,
6/16/2018,South Carolina,834,982,FALSE,903,0,0,2018,251,1297,0,0,Unweighted,All causes,,
6/23/2018,South Carolina,905,980,FALSE,904,0,1,2018,251,1297,0,0,Unweighted,All causes,,
6/30/2018,South Carolina,858,979,FALSE,903,0,0,2018,251,1297,0,0,Unweighted,All causes,,
7/7/2018,South Carolina,849,979,FALSE,902,0,0,2018,251,1297,0,0,Unweighted,All causes,,
7/14/2018,South Carolina,886,975,FALSE,898,0,0,2018,251,1297,0,0,Unweighted,All causes,,
7/21/2018,South Carolina,889,976,FALSE,895,0,0,2018,251,1297,0,0,Unweighted,All causes,,
7/28/2018,South Carolina,902,976,FALSE,897,0,5,2018,251,1297,0,0,Unweighted,All causes,,
8/4/2018,South Carolina,921,974,FALSE,895,0,26,2018,251,1297,0,0,Unweighted,All causes,,
8/11/2018,South Carolina,965,973,FALSE,893,0,72,2018,251,1297,0,0.1,Unweighted,All causes,,
8/18/2018,South Carolina,903,983,FALSE,899,0,4,2018,251,1297,0,0,Unweighted,All causes,,
8/25/2018,South Carolina,819,986,FALSE,902,0,0,2018,251,1297,0,0,Unweighted,All causes,,
9/1/2018,South Carolina,910,984,FALSE,903,0,7,2018,251,1297,0,0,Unweighted,All causes,,
9/8/2018,South Carolina,844,981,FALSE,900,0,0,2018,251,1297,0,0,Unweighted,All causes,,
9/15/2018,South Carolina,922,984,FALSE,902,0,20,2018,251,1297,0,0,Unweighted,All causes,,
9/22/2018,South Carolina,906,995,FALSE,909,0,0,2018,251,1297,0,0,Unweighted,All causes,,
9/29/2018,South Carolina,941,1001,FALSE,913,0,28,2018,251,1297,0,0,Unweighted,All causes,,
10/6/2018,South Carolina,915,1002,FALSE,920,0,0,2018,251,1297,0,0,Unweighted,All causes,,
10/13/2018,South Carolina,889,1010,FALSE,926,0,0,2018,251,1297,0,0,Unweighted,All causes,,
10/20/2018,South Carolina,936,1014,FALSE,933,0,3,2018,251,1297,0,0,Unweighted,All causes,,
10/27/2018,South Carolina,905,1029,FALSE,944,0,0,2018,251,1297,0,0,Unweighted,All causes,,
11/3/2018,South Carolina,944,1034,FALSE,945,0,0,2018,251,1297,0,0,Unweighted,All causes,,
11/10/2018,South Carolina,955,1045,FALSE,958,0,0,2018,251,1297,0,0,Unweighted,All causes,,
11/17/2018,South Carolina,986,1050,FALSE,964,0,22,2018,251,1297,0,0,Unweighted,All causes,,
11/24/2018,South Carolina,930,1050,FALSE,963,0,0,2018,251,1297,0,0,Unweighted,All causes,,
12/1/2018,South Carolina,1010,1048,FALSE,967,0,43,2018,251,1297,0,0,Unweighted,All causes,,
12/8/2018,South Carolina,950,1078,FALSE,990,0,0,2018,251,1297,0,0,Unweighted,All causes,,
12/15/2018,South Carolina,1058,1094,FALSE,1005,0,53,2018,251,1297,0,0.1,Unweighted,All causes,,
12/22/2018,South Carolina,1006,1108,FALSE,1017,0,0,2018,251,1297,0,0,Unweighted,All causes,,
12/29/2018,South Carolina,967,1129,FALSE,1042,0,0,2018,251,1297,0,0,Unweighted,All causes,,
1/5/2019,South Carolina,989,1149,FALSE,1064,0,0,2019,251,1297,0,0,Unweighted,All causes,,
1/12/2019,South Carolina,999,1152,FALSE,1065,0,0,2019,251,1297,0,0,Unweighted,All causes,,
1/19/2019,South Carolina,1034,1165,FALSE,1072,0,0,2019,251,1297,0,0,Unweighted,All causes,,
1/26/2019,South Carolina,1034,1166,FALSE,1075,0,0,2019,251,1297,0,0,Unweighted,All causes,,
2/2/2019,South Carolina,1015,1159,FALSE,1072,0,0,2019,251,1297,0,0,Unweighted,All causes,,
2/9/2019,South Carolina,1037,1142,FALSE,1060,0,0,2019,251,1297,0,0,Unweighted,All causes,,
2/16/2019,South Carolina,1001,1133,FALSE,1050,0,0,2019,251,1297,0,0,Unweighted,All causes,,
2/23/2019,South Carolina,1035,1138,FALSE,1050,0,0,2019,251,1297,0,0,Unweighted,All causes,,
3/2/2019,South Carolina,936,1127,FALSE,1040,0,0,2019,251,1297,0,0,Unweighted,All causes,,
3/9/2019,South Carolina,1006,1104,FALSE,1019,0,0,2019,251,1297,0,0,Unweighted,All causes,,
3/16/2019,South Carolina,1005,1095,FALSE,1012,0,0,2019,251,1297,0,0,Unweighted,All causes,,
3/23/2019,South Carolina,1044,1091,FALSE,1007,0,37,2019,251,1297,0,0,Unweighted,All causes,,
3/30/2019,South Carolina,931,1087,FALSE,1004,0,0,2019,251,1297,0,0,Unweighted,All causes,,
4/6/2019,South Carolina,983,1074,FALSE,994,0,0,2019,251,1297,0,0,Unweighted,All causes,,
4/13/2019,South Carolina,925,1059,FALSE,981,0,0,2019,251,1297,0,0,Unweighted,All causes,,
4/20/2019,South Carolina,889,1041,FALSE,962,0,0,2019,251,1297,0,0,Unweighted,All causes,,
4/27/2019,South Carolina,937,1033,FALSE,952,0,0,2019,251,1297,0,0,Unweighted,All causes,,
5/4/2019,South Carolina,973,1021,FALSE,944,0,29,2019,251,1297,0,0,Unweighted,All causes,,
5/11/2019,South Carolina,938,1019,FALSE,942,0,0,2019,251,1297,0,0,Unweighted,All causes,,
5/18/2019,South Carolina,996,1012,FALSE,937,0,59,2019,251,1297,0,0.1,Unweighted,All causes,,
5/25/2019,South Carolina,968,1017,FALSE,941,0,27,2019,251,1297,0,0,Unweighted,All causes,,
6/1/2019,South Carolina,937,1009,FALSE,930,0,7,2019,251,1297,0,0,Unweighted,All causes,,
6/8/2019,South Carolina,919,1011,FALSE,933,0,0,2019,251,1297,0,0,Unweighted,All causes,,
6/15/2019,South Carolina,964,1008,FALSE,931,0,33,2019,251,1297,0,0,Unweighted,All causes,,
6/22/2019,South Carolina,959,1003,FALSE,928,0,31,2019,251,1297,0,0,Unweighted,All causes,,
6/29/2019,South Carolina,890,1001,FALSE,924,0,0,2019,251,1297,0,0,Unweighted,All causes,,
7/6/2019,South Carolina,936,1005,FALSE,925,0,11,2019,251,1297,0,0,Unweighted,All causes,,
7/13/2019,South Carolina,855,999,FALSE,921,0,0,2019,251,1297,0,0,Unweighted,All causes,,
7/20/2019,South Carolina,916,999,FALSE,923,0,0,2019,251,1297,0,0,Unweighted,All causes,,
7/27/2019,South Carolina,910,997,FALSE,923,0,0,2019,251,1297,0,0,Unweighted,All causes,,
8/3/2019,South Carolina,864,1000,FALSE,924,0,0,2019,251,1297,0,0,Unweighted,All causes,,
8/10/2019,South Carolina,959,995,FALSE,916,0,43,2019,251,1297,0,0,Unweighted,All causes,,
8/17/2019,South Carolina,887,997,FALSE,918,0,0,2019,251,1297,0,0,Unweighted,All causes,,
8/24/2019,South Carolina,911,994,FALSE,918,0,0,2019,251,1297,0,0,Unweighted,All causes,,
8/31/2019,South Carolina,901,985,FALSE,912,0,0,2019,251,1297,0,0,Unweighted,All causes,,
9/7/2019,South Carolina,930,987,FALSE,914,0,16,2019,251,1297,0,0,Unweighted,All causes,,
9/14/2019,South Carolina,902,1006,FALSE,927,0,0,2019,251,1297,0,0,Unweighted,All causes,,
9/21/2019,South Carolina,921,1015,FALSE,933,0,0,2019,251,1297,0,0,Unweighted,All causes,,
9/28/2019,South Carolina,938,1020,FALSE,942,0,0,2019,251,1297,0,0,Unweighted,All causes,,
10/5/2019,South Carolina,940,1016,FALSE,939,0,1,2019,251,1297,0,0,Unweighted,All causes,,
10/12/2019,South Carolina,901,1015,FALSE,941,0,0,2019,251,1297,0,0,Unweighted,All causes,,
10/19/2019,South Carolina,890,1022,FALSE,945,0,0,2019,251,1297,0,0,Unweighted,All causes,,
10/26/2019,South Carolina,970,1033,FALSE,952,0,18,2019,251,1297,0,0,Unweighted,All causes,,
11/2/2019,South Carolina,953,1042,FALSE,960,0,0,2019,251,1297,0,0,Unweighted,All causes,,
11/9/2019,South Carolina,933,1052,FALSE,972,0,0,2019,251,1297,0,0,Unweighted,All causes,,
11/16/2019,South Carolina,947,1059,FALSE,980,0,0,2019,251,1297,0,0,Unweighted,All causes,,
11/23/2019,South Carolina,963,1059,FALSE,982,0,0,2019,251,1297,0,0,Unweighted,All causes,,
11/30/2019,South Carolina,1010,1076,FALSE,995,0,15,2019,251,1297,0,0,Unweighted,All causes,,
12/7/2019,South Carolina,1052,1098,FALSE,1014,0,38,2019,251,1297,0,0,Unweighted,All causes,,
12/14/2019,South Carolina,1048,1109,FALSE,1026,0,22,2019,251,1297,0,0,Unweighted,All causes,,
12/21/2019,South Carolina,1037,1111,FALSE,1029,0,8,2019,251,1297,0,0,Unweighted,All causes,,
12/28/2019,South Carolina,1024,1119,FALSE,1040,0,0,2019,251,1297,0,0,Unweighted,All causes,,
1/4/2020,South Carolina,1085,1123,FALSE,1045,0,40,2020,251,1297,0,0,Unweighted,All causes,,
1/11/2020,South Carolina,1080,1144,FALSE,1058,0,22,2020,251,1297,0,0,Unweighted,All causes,,
1/18/2020,South Carolina,1048,1152,FALSE,1064,0,0,2020,251,1297,0,0,Unweighted,All causes,,
1/25/2020,South Carolina,1033,1155,FALSE,1073,0,0,2020,251,1297,0,0,Unweighted,All causes,,
2/1/2020,South Carolina,1031,1151,FALSE,1071,0,0,2020,251,1297,0,0,Unweighted,All causes,,
2/8/2020,South Carolina,1096,1131,FALSE,1054,0,42,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
2/15/2020,South Carolina,1003,1127,FALSE,1043,0,0,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
2/22/2020,South Carolina,1034,1123,FALSE,1039,0,0,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
2/29/2020,South Carolina,1042,1110,FALSE,1028,0,14,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
3/7/2020,South Carolina,1132,1101,TRUE,1022,31,110,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
3/14/2020,South Carolina,1103,1092,TRUE,1014,11,89,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
3/21/2020,South Carolina,1067,1093,FALSE,1014,0,53,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
3/28/2020,South Carolina,1037,1089,FALSE,1010,0,27,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
4/4/2020,South Carolina,1048,1076,FALSE,996,0,52,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
4/11/2020,South Carolina,1132,1062,TRUE,984,70,148,2020,251,1297,0.1,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
4/18/2020,South Carolina,1046,1051,FALSE,979,0,67,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
4/25/2020,South Carolina,1010,1038,FALSE,961,0,49,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
5/2/2020,South Carolina,1023,1031,FALSE,954,0,69,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
5/9/2020,South Carolina,1057,1030,TRUE,953,27,104,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
5/16/2020,South Carolina,1103,1028,TRUE,951,75,152,2020,251,1297,0.1,0.2,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
5/23/2020,South Carolina,1035,1017,TRUE,945,18,90,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
5/30/2020,South Carolina,1035,1024,TRUE,949,11,86,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
6/6/2020,South Carolina,1006,1019,FALSE,945,0,61,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
6/13/2020,South Carolina,1021,1013,TRUE,937,8,84,2020,251,1297,0,0.1,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
6/20/2020,South Carolina,772,1009,FALSE,934,0,0,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
6/27/2020,South Carolina,528,1004,FALSE,932,0,0,2020,251,1297,0,0,Unweighted,All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Data are not weighted and counts are likely underreported."
1/14/2017,South Dakota,180,200,FALSE,169,0,11,2017,0,76,0,0.1,Unweighted,All causes,,
1/21/2017,South Dakota,158,197,FALSE,167,0,0,2017,0,76,0,0,Unweighted,All causes,,
1/28/2017,South Dakota,175,197,FALSE,166,0,9,2017,0,76,0,0.1,Unweighted,All causes,,
2/4/2017,South Dakota,181,199,FALSE,168,0,13,2017,0,76,0,0.1,Unweighted,All causes,,
2/11/2017,South Dakota,196,200,FALSE,169,0,27,2017,0,76,0,0.2,Unweighted,All causes,,
2/18/2017,South Dakota,162,196,FALSE,166,0,0,2017,0,76,0,0,Unweighted,All causes,,
2/25/2017,South Dakota,175,195,FALSE,166,0,9,2017,0,76,0,0.1,Unweighted,All causes,,
3/4/2017,South Dakota,165,198,FALSE,168,0,0,2017,0,76,0,0,Unweighted,All causes,,
3/11/2017,South Dakota,162,196,FALSE,166,0,0,2017,0,76,0,0,Unweighted,All causes,,
3/18/2017,South Dakota,170,196,FALSE,166,0,4,2017,0,76,0,0,Unweighted,All causes,,
3/25/2017,South Dakota,165,199,FALSE,169,0,0,2017,0,76,0,0,Unweighted,All causes,,
4/1/2017,South Dakota,181,197,FALSE,168,0,13,2017,0,76,0,0.1,Unweighted,All causes,,
4/8/2017,South Dakota,163,198,FALSE,169,0,0,2017,0,76,0,0,Unweighted,All causes,,
4/15/2017,South Dakota,167,194,FALSE,164,0,3,2017,0,76,0,0,Unweighted,All causes,,
4/22/2017,South Dakota,145,192,FALSE,163,0,0,2017,0,76,0,0,Unweighted,All causes,,
4/29/2017,South Dakota,140,187,FALSE,158,0,0,2017,0,76,0,0,Unweighted,All causes,,
5/6/2017,South Dakota,156,181,FALSE,153,0,3,2017,0,76,0,0,Unweighted,All causes,,
5/13/2017,South Dakota,164,175,FALSE,148,0,16,2017,0,76,0,0.1,Unweighted,All causes,,
5/20/2017,South Dakota,130,174,FALSE,146,0,0,2017,0,76,0,0,Unweighted,All causes,,
5/27/2017,South Dakota,138,172,FALSE,144,0,0,2017,0,76,0,0,Unweighted,All causes,,
6/3/2017,South Dakota,159,171,FALSE,144,0,15,2017,0,76,0,0.1,Unweighted,All causes,,
6/10/2017,South Dakota,162,173,FALSE,146,0,16,2017,0,76,0,0.1,Unweighted,All causes,,
6/17/2017,South Dakota,135,172,FALSE,145,0,0,2017,0,76,0,0,Unweighted,All causes,,
6/24/2017,South Dakota,138,173,FALSE,146,0,0,2017,0,76,0,0,Unweighted,All causes,,
7/1/2017,South Dakota,153,180,FALSE,151,0,2,2017,0,76,0,0,Unweighted,All causes,,
7/8/2017,South Dakota,158,180,FALSE,152,0,6,2017,0,76,0,0,Unweighted,All causes,,
7/15/2017,South Dakota,129,178,FALSE,150,0,0,2017,0,76,0,0,Unweighted,All causes,,
7/22/2017,South Dakota,128,181,FALSE,153,0,0,2017,0,76,0,0,Unweighted,All causes,,
7/29/2017,South Dakota,146,183,FALSE,155,0,0,2017,0,76,0,0,Unweighted,All causes,,
8/5/2017,South Dakota,126,179,FALSE,151,0,0,2017,0,76,0,0,Unweighted,All causes,,
8/12/2017,South Dakota,167,179,FALSE,152,0,15,2017,0,76,0,0.1,Unweighted,All causes,,
8/19/2017,South Dakota,137,181,FALSE,153,0,0,2017,0,76,0,0,Unweighted,All causes,,
8/26/2017,South Dakota,139,179,FALSE,152,0,0,2017,0,76,0,0,Unweighted,All causes,,
9/2/2017,South Dakota,145,182,FALSE,154,0,0,2017,0,76,0,0,Unweighted,All causes,,
9/9/2017,South Dakota,117,183,FALSE,155,0,0,2017,0,76,0,0,Unweighted,All causes,,
9/16/2017,South Dakota,139,182,FALSE,155,0,0,2017,0,76,0,0,Unweighted,All causes,,
9/23/2017,South Dakota,159,182,FALSE,155,0,4,2017,0,76,0,0,Unweighted,All causes,,
9/30/2017,South Dakota,145,187,FALSE,159,0,0,2017,0,76,0,0,Unweighted,All causes,,
10/7/2017,South Dakota,172,188,FALSE,160,0,12,2017,0,76,0,0.1,Unweighted,All causes,,
10/14/2017,South Dakota,177,192,FALSE,164,0,13,2017,0,76,0,0.1,Unweighted,All causes,,
10/21/2017,South Dakota,159,190,FALSE,162,0,0,2017,0,76,0,0,Unweighted,All causes,,
10/28/2017,South Dakota,165,189,FALSE,162,0,3,2017,0,76,0,0,Unweighted,All causes,,
11/4/2017,South Dakota,171,186,FALSE,159,0,12,2017,0,76,0,0.1,Unweighted,All causes,,
11/11/2017,South Dakota,159,188,FALSE,160,0,0,2017,0,76,0,0,Unweighted,All causes,,
11/18/2017,South Dakota,143,185,FALSE,158,0,0,2017,0,76,0,0,Unweighted,All causes,,
11/25/2017,South Dakota,173,192,FALSE,163,0,10,2017,0,76,0,0.1,Unweighted,All causes,,
12/2/2017,South Dakota,166,195,FALSE,166,0,0,2017,0,76,0,0,Unweighted,All causes,,
12/9/2017,South Dakota,154,195,FALSE,167,0,0,2017,0,76,0,0,Unweighted,All causes,,
12/16/2017,South Dakota,144,198,FALSE,169,0,0,2017,0,76,0,0,Unweighted,All causes,,
12/23/2017,South Dakota,171,200,FALSE,171,0,0,2017,0,76,0,0,Unweighted,All causes,,
12/30/2017,South Dakota,135,200,FALSE,171,0,0,2017,0,76,0,0,Unweighted,All causes,,
1/6/2018,South Dakota,164,198,FALSE,169,0,0,2018,0,76,0,0,Unweighted,All causes,,
1/13/2018,South Dakota,156,200,FALSE,171,0,0,2018,0,76,0,0,Unweighted,All causes,,
1/20/2018,South Dakota,174,201,FALSE,172,0,2,2018,0,76,0,0,Unweighted,All causes,,
1/27/2018,South Dakota,194,201,FALSE,171,0,23,2018,0,76,0,0.1,Unweighted,All causes,,
2/3/2018,South Dakota,152,197,FALSE,168,0,0,2018,0,76,0,0,Unweighted,All causes,,
2/10/2018,South Dakota,158,198,FALSE,169,0,0,2018,0,76,0,0,Unweighted,All causes,,
2/17/2018,South Dakota,153,198,FALSE,169,0,0,2018,0,76,0,0,Unweighted,All causes,,
2/24/2018,South Dakota,167,195,FALSE,166,0,1,2018,0,76,0,0,Unweighted,All causes,,
3/3/2018,South Dakota,187,195,FALSE,166,0,21,2018,0,76,0,0.1,Unweighted,All causes,,
